"Cluster","intercept","slope"
"Global",35.4073580970133,-1.59113300492611
"China",-7.07402476367994,-5.07553366174056
"India",-28.7406914303466,-3.40886699507389
"Spain",-12.0740247636799,-11.7422003284072
