"Cluster","intercept","slope"
"Global",36.3622093646201,-0.477284903032251
"Mexico",6.97112396871316,-11.1893817636344
"Romania",-33.0288760312868,10.4772849030323
"Russia",20.3044573020465,-12.8560484303011
"Switzerland",38.6377906353798,-7.85604843030108
