"Cluster","intercept","slope"
"Global",36.0829493910497,-0.908889603200118
"Mexico",-1.0829493910497,-10.7577770634665
"Romania",-26.0829493910497,14.2422229365335
"Russia",10.583717275617,-9.09111039679988
"Switzerland",32.2503839422837,-2.42444373013322
