"Cluster","intercept","slope"
"Global",33.9886388851906,-0.951286261631093
"China",-3.98863888519062,-9.0487137383689
"India",-3.98863888519061,-9.04871373836891
"Spain",-10.6553055518573,-12.3820470717022
