"Cluster","intercept","slope"
"Global",29.4895668253238,0.607384500892822
"Austria",28.8437665080095,-0.607384500892811
"Finland",-29.4895668253238,-0.607384500892809
"Germany",-15.0451223808794,9.39261549910718
"Ireland",-2.82290015865714,-12.2740511675595
"Singapore",-14.4895668253238,2.72594883244052
"Sweden",-18.3784557142127,-0.607384500892815
"United States",13.8437665080095,12.7259488324405
