"Cluster","intercept","slope"
"Global",29.916672612077,0.654566498084834
"Austria",28.9722162768119,-4.54345538697371
"Finland",-29.916672612077,-0.654566498084824
"Germany",-8.80556150096588,12.6787668352485
"Ireland",-11.5833392787436,-12.3212331647515
"Singapore",-13.2500059454103,7.6787668352485
"Sweden",-18.8055615009659,-0.654566498084828
"United States",23.4166607212564,9.34543350191516
